year,ISO3,ADM0_EN,ADM0_PCODE,F_TL,M_TL,T_TL,F_00_04,F_05_09,F_10_14,F_15_19,F_20_24,F_25_29,F_30_34,F_35_39,F_40_44,F_45_49,F_50_54,F_55_59,F_60_64,F_65_69,F_70_74,F_75_79,F_80Plus,M_00_04,M_05_09,M_10_14,M_15_19,M_20_24,M_25_29,M_30_34,M_35_39,M_40_44,M_45_49,M_50_54,M_55_59,M_60_64,M_65_69,M_70_74,M_75_79,M_80Plus,T_00_04,T_05_09,T_10_14,T_15_19,T_20_24,T_25_29,T_30_34,T_35_39,T_40_44,T_45_49,T_50_54,T_55_59,T_60_64,T_65_69,T_70_74,T_75_79,T_80Plus
2022,NGA,Nigeria,NG,108459809,108363459,216798930,16705671,15024834,13802175,10797472,9192425,7621127,6725245,6864567,6162995,4625048,3518298,2616803,1900536,1251477,791337,469872,363089,16890357,15046183,13775731,11063894,9701073,8257454,7005019,5969371,5068459,4075201,3310355,2756987,2153817,1460421,932404,515436,368248,33596028,30071017,27577906,21861366,18893498,15878581,13730264,12833938,11231454,8700249,6828653,5373790,4054353,2711898,1723741,985308,731337
