"iso","adm1","umd_tree_cover_loss__year","umd_tree_cover_loss__ha","gfw_gross_emissions_co2e_all_gases__Mg"
"NGA",13,2020,5769.38632335200979305,3812053.633945983934753
"NGA",14,2020,168.96362505150882222,113682.363293331716794
"NGA",15,2020,200.71601643234427750,65676.748977613130613
"NGA",16,2020,0.0,34.739901998790528
"NGA",17,2020,422.21942801911693660,308132.415514850309840
"NGA",19,2020,13.28780208062337347,15962.611795426698708
"NGA",22,2020,0.0,206.85562908454282
"NGA",23,2020,4783.89527637700671190,2052476.517481289852535
"NGA",24,2020,2755.02745139223915414,1354636.74729207073921
"NGA",25,2020,649.70704814439808272,538040.832779771436484
"NGA",26,2020,56.65162588924044901,44367.534992938877948
"NGA",27,2020,42.95127916861219598,27449.696927736169965
"NGA",28,2020,8457.42556928541135030,5812411.390509231922896
"NGA",29,2020,8269.61050304142856265,5147680.308302850490334
"NGA",30,2020,7048.85787510202277051,4612157.374902538983273
"NGA",31,2020,5676.74620951114014838,3631995.06612561441388
"NGA",32,2020,21.04679991829588992,7883.330571475668775
"NGA",33,2020,1861.05917485879041652,1167841.867213969325811
"NGA",35,2020,7815.37414262332712573,2516653.666981759715566
"NGA",1,2021,1268.77046807593514893,1382988.260055186861945
"NGA",2,2021,48.53048036712726518,39372.326404816573143
"NGA",3,2021,517.62825935076813374,801140.340214777110287
"NGA",4,2021,190.72139607395371813,172391.360069729361105
"NGA",5,2021,0.0,17131.849344829497768
"NGA",6,2021,1017.32020608176470032,581998.367142105366426
"NGA",7,2021,852.77287508630349084,286379.22126311587891
"NGA",8,2021,0.0,446.43459468996835
"NGA",9,2021,11754.87388624259539787,7414220.820996789825124
"NGA",10,2021,3903.93675119893961717,3009556.887740533268032
"NGA",11,2021,124.09027314987969176,126261.28472449095522
"NGA",12,2021,18187.06566323642051792,13903304.589975656177256
"NGA",13,2021,8335.85263503125110788,5660798.885774993655862
"NGA",14,2021,266.23904105466165965,214341.067785938858248
"NGA",15,2021,303.73398010760694980,159992.90897364798417
"NGA",16,2021,0.0,2556.46569602682960
"NGA",17,2021,389.72658628542700112,584237.548404457459196
"NGA",19,2021,24.8329168273003480,103214.425280643242865
"NGA",21,2021,0.0,12.885003049731207
"NGA",22,2021,0.0,39477.795805349852605
"NGA",23,2021,5264.31690253624818167,2510219.900534711330522
"NGA",24,2021,2124.95107883934211905,1251088.563006447201502
"NGA",25,2021,1598.20121776176163711,1433639.611358860016959
"NGA",26,2021,65.00249763821179415,392130.210251188527142
"NGA",27,2021,83.3780047645057765,444054.84591586824881
"NGA",28,2021,9117.66159606890669772,7332449.942464494116360
"NGA",29,2021,8331.57656768844814279,5797224.932545450028886
"NGA",30,2021,5429.83564918433374639,3685245.092790488528862
"NGA",31,2021,3451.14396448898383870,2642219.391781784756946
